comments,label
눈을 잠시라도 텔수없었음 잘만들었음 스토리도 같이어우러져 적재적소 탄탄했음덱스터라는이름잊지않겠음,0
이거 재밌게 본 사람은 긴급조치 19호도 재밌게 볼듯 최근 한국영화중에 제일 촌스럽..김동욱 수화하면서 우는장면만 인상깊고 총체적 난국.. 기억의밤 쓰레기라고 한거 취소..이거 보니 명작이였음,1
천만영화급은 아니었는데....스크린독점....,1
"신과함께 기사에 좌좀들의 1987과 강철비 끼워 팔기 댓글들은 뭐냐?솔직히 1987이 재미로 가서 보는거냐?그것도 국뽕으로 가서보는거야,강철비는 볼 재미는 있어도 스토리 개연성은 말도 안되고,뭐 핵을 나누어 가진다고?진짜 영화로서의 재미는 신과함께 제일 좋았고 세계 어느 나라에 내놓아도 될영화다,당신들 생각에는 정서가 안 맞아 미국에는 안 통할것 같지 아니 오히려 미국같은 코쟁이들이 신과함께 같은 아시아의 신들 이야기에 관심이 많아 자신들과는 전혀다른 저승세계관이라,그리고 신파라고 하는데 신파의 뜻이나 알고 신파라고 그러냐?",1
신과함께 천만돌파는 당연한것 강철비랑 1987이 워낙 막장이라 운도좋았고 이번주는 쥬만지랑 신과함께 두개가 휩쓸듯하네요.쥬만지 평가가 워낙 좋아서 입소문 금방날거에요.신과함께 1200만 이상 돌파하기를 바랍니다.그리고 신과함께 기사에 자꾸 망한 1987하고 강철비 끼어넣지좀 말아라 참 딱하다 ㅎㅎ,1
ㅋㅋㅋ 이런영화가 천만이라니..초반에보고 망했다 생각했는데,1
말도 안돼 진짜ㅋㅋㅋㅋㅋㅋ 강철비랑 1987이 훨씬 재밌었는데,1
.... 이게 천만이라고....? 하하하....,1
위대한쇼맨 이랑 원더 두작품이 대박인데 상영시간이 적어서 아쉽네..,1
수작이다 정말 잘 만듦,0
솔직히 좀 지루하던데..... 그리고 스크린 그렇게 독점 해놓고 촌만 못하면 바보지...,1
에효..연휴때 영화보려고 갔는데..신과함께도 보고싶고 위대한 쇼맨도 강철비도 보고싶어 어떤것을 먼저 봐야되나 해서 상영시간표를 보니 선택의 여지가 없이 신과함께만 많은 상영관과 다양한 시간대에 하더라구요..정말 독과점 심합니다..영화 천만되는 이유 중 하나는 그 시간대에 상영되는 영화가 그것밖에 없어서도 일듯..개봉영화가 많은데도 말이죠..;;;,1
키워주니 통수치네,1
결국 TIAMO가 마지막 활동이 된건가... 아쉽다,0
어디로갈지 귀추고 주목되군..,0
인기도 없지 않나 그러게 왜 왕따를 시켜가지고~쯧쯧,1
소연이랑 전보람은 좀더 있다가 같이 나오지 계약 끝났다고 뒤도 안보고 그냥 나감 남은 스케줄 있는데,1
화영이가 왕따 당했다는 증거 있냐?ㅡㅡ그리고 말야ㅋ 왕따 당하는 애들은 그럴만한 이유가 있는거다ㅡㅡ생긴게 재수없다던지 졸라 나댄다던지 하는 ㅋ 나 참고로 일진출신이다 게다가 전국구 일진이었고ㅡㅡ그리고 여자다,2
근데 양년들은 알아서 잘살드라.. 애네들도 잘살거야 아마 ㅎㅎㅎㅎ 추한짓만 하지마라,1
중국 회사하고 계약한다는 찌라시가 사실이구나,0
짱깨한테 팔려가냐???,2
걍 영원히 바이,1
"그나마 김광수가 연예계에서 힘이 쎄니 몸캠설, 금옥연합 생수머신설, 왕따설 다 언플로 막아주고 디스패치까지 이용해서 언플해줬지 나가 봐라 누가 광수처럼 해주냐 ㅋㅋㅋ. 이제 너희들 큰일 났다 광수처럼 언플해주고 막아주는 사람이 있는줄 아냐 다른 기획사 같으면 너희들 연예인 인생 진작 끝났어",1
왕따 시키더니 잘 망했지 그나마 김광수 덕에 여기까지 온거지,1
그냥 가요계를 떠나심이..아니면 그냥 저쪽 나라에서만...,1
더이상 소속사도 커버쳐줄 수가 없었다,1
느그네는 남은 느그네들 끼리 머리채잡고 하나씩 왕따시키며 분열되는 꼬라지좀 보고싶다,1
전라도 멤버 하나 잘못받는바람에 에휴,1
전라도만 아니었으면 ㅠㅠ 애국보수 걸그룹 화이팅!!,0
진작에 나왔으면 이미지 추락이 덜했을건데 이미 늦었다,0
"데이바이데이 잘나가긴했는데 상대적으로 체감인기 적었고 싸이, 씨스타랑 활동이 겹쳐서 예전처럼 음원강자인 모습은 못보여줌. 연간 20위권이면 잘나간거긴 한데... 롤리폴리 연간1위 러비더비 연간2위니....",1
노무현은 살아있다,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어딜가도 치아라,1
그래도 광수때문에 컸는데,1
오늘도 떡먹으면서 생수마시네,1
티어라 미련없이 ...티어라,1
히트곡은 역대 걸그룹중에 가장 많을거 가떤데..한방에 훅갔네.,1
티아라 일본AV에서 연기력을 보여주세요...,1
애쁜이가 왕따 주동자로 유명했지. 연예 관계자들도 난년이라고 할정도로 유명했다고 하니,1
고소는 화영이 해야지 왜 티아라가 하냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
술집차리면 되겄네,1
당연히 탈출해야지 중국에서 난리났더만.. 소녀시대급된듯,1
이제 느꼈냐? 너희 말고 걸그룹이 많다!!!!,1
소속사 나가서 멀하게.. 혹 싸롱..,1
비슷비슷하것같고다수가 왕따시킨건 맞음그래서 걍 거름,1
댓글이 없노,1
새로운 둥지를 찾쟈~,1
어떻게 해도 해명이 안되니까 회사도 놓아버린거지 인기있는 아이돌이 10년 이면 당연히 소속사에서 돈을 더줘서라도 잡는다 소녀시대 빅뱅 처럼,1
박근혜대통령.최경환.이우현의원.우병우 .최순실.김기춘. 이분들은 아무잘못이 없습니다. 이자들은 종북좌파 간첩세력들에 의해 모략탄핵 구속당하였습니다. 문재인씨는 즉시 사과하고 사퇴하시고 법원은 즉시 문재인씨를 구속수사하십시오,2
화영이랑 합쳐라.잘될거다.화해하고,0
★★최강★★금옥연합★★영원하라금옥연합★★금옥연합은 최강이다★★모든 머신들은 대기하라!,0
효민 지연 은정 큐리 넷이만 다시하자,0
현재 걸그룹 원탑,0
못생긴 한녀들이 여기서 수작을 부리네.....니들보단 훨만배 예쁘니깐 질투 고마해라,2
지랄하지말고꺼져라,2
티아라야 내가 오해해서 화영땜에 니들 싫어했던거 후회한다 용서해주라,0
트위터 의지드립으로 왕따 논란 불거진건데 티아라는 잘못없는 마냥 입터는거 역겹네요 시작은 지들이 했으면서,1
어쩌라고.... 퇴물그물 해체되는게 당여한건데 우리가 반응을 보여야하냐? 고김주혁죽은거 충격에 비하면 이건 타격 1도없음,1
한국 아니 지구에서 떠나주겠니?,1
티아라 수명은 이제 끝났고 모모랜드가 그뒤를 이을꺼임..,1
광수가버렸구나 예쁜이들ㅠㅠ,1
전라도+여자와 엮였을때 일어나는일,2
왕따사건ㅠㅠ 이젠 잊어줄께~,1
짱깨회사에 넘어갔더니 뭔 광수타령이냐!! 반중!! 애국 티아라 만세!!,2
치아라,2
어차피 티아라 다른 회사 지금 받아줄곳도 없을거같은데 그래도 한때 잘나가서 돈은 좀 많이 모아둬서 먹고살 걱정은 없겟지 이미 티아라는 망한지 오래다 댓글로 네티즌들이 응원하면뭐해 정작 앨범 구매하는애들 몇이나되냐ㅋㅋ 그러게 인성좀 곱게 쓰지,1
어차피 이미 폭망 ㅎㅎ어딜가나 마찬가지 ㅎㅎ,1
실종2 영화 함은정의 발연기 끝내줌,1
국내팬 없잖아?? 있나..,1
ㅈ같지만 서비스는받고싶당♥,1
지연 미안 잡 지연이와 쩌리들 아닌가?,1
한결같네....꼴뵈기 싫은거....,1
사람 근성 본질은 영원합니다,1
에휴 이제 버리는 카드니깐 나이먹고 인기도없으니 별짓 다해보다가 버렸네 그러게 왜 왕따를시켜가지고 그거아니었으면 너희들 얼마 지연이며 은정이며 효민이며 얼마나 떳겠니 그래서 맘을 곱게써야한단다경험으로 알고 착하게살으렴,1
그냥 내가 4명다 부인으로 삼아 주마~ 우리 오래오래 행복하게 살자~,1
그나마 함은정 연기활동말곤 나머지 멤버들은 독립적인 활동할만한 인물들이 없잔아 그러니 끝가지 같이 붙어있어야 뭐라도 해보지,0
걍 하이라이트처럼 1인기획사나 차리자 중국에서 때돈벌었으니까 거기서만 활동하자...,0
소속상광수 ㅡ ㅡ 애들망침난얘들거만할때부터 이럴줄알았음노래도 띄아줄애들만계속 하고센터새우고나머지애들은머냐 ㅡ ㅡ 위키미키 구구단이런애들도오래못갈듯,1
한국에서 노래나오면 뜰까?? 안뜰까??,0
그냥 은퇴해라.,1
쓰래기걸그룹 ㅋㅋ 모두 망해서 방송에 나오지말길,2
광수니깐니내들을써줬지 ㅉㅉㅉ 은혜를원수로갚는구나,1
탈광수했는데 전자발찌한테감ㅋㅋㅋㅋㅋㅋㅋ,1
우리..지연..은정.....오빠가...참 많이 뺐지....사랑한다~~!,1
티아라 데려오려는 소속사 엄청많음.. 중국에선이미 원탑이고 애초에 지금 노래실력도 중박이상 이쁨 노래만 잘뽑아주면 걍 뜰수잇는 그룹이라,0
그런데 생수머신이 뭐에요?,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 인성 개차반 그룹,1
왕따가 중국으로 쫓겨날 정도로 잘못한거냐? 마약한 지드래곤 싸이 탈영한 이재진도 활동하는데,2
누가 반긴다고 나오냐?뭉쳐야 살아남는다는 어리석은 생각!!!각자 띨한놈만나 시집이나가라,2
의지가 넘쳐,0
광수 욕하는 티창퀴들 무엇? 치아라 논란 있을때 마다 막아준게 누구인데 욕하네 얘쁜이 사건때도 더워서 그랬다고 해명하고 기사 싹 내려준 것도 광수인데 은혜를 원수로 갚노,0
뭐임..? 아니효민이만 나간다는거야 아니몀 해체한다는거야..기사를 똑바로 내야지,1
중국으로 가나보네,0
왕따사건을 잊고 다시 제2의전성기를 누리자,0
김성주 이수근 나오는 프로는 절대 안본다,1
김성주는빼고가지...,1
"김성주가 이젠 백종원한테 들러붙었구나. 일제 시대라면 친일파가 되었을거고, 5공 때라면 전두환을 찬양하고 다녔을 인간.",2
민주주의에 배신자 김성주가 있네 백선생님 엮이지 마세요,1
처죽일것들,2
김성주좀 빼주시면 안되나요..이러다 mbc까지 나올기세네요.,2
"두 사람은 방송에 안나와도 된다..특히,,,,안경쓴친구,,,,",1
친누나는 좆선일보 애끅보수고매형은 이명박청와대 딸랑이김성주는 엠본부 사원일때 이미 외제차받고 프리준비 파업때 이때다싶어 런던올림픽독식집안이 대대손손 애끅보수겠네요,2
진짜 청산 해야 할 적폐가 진행하는 방송들..웃음이 나오냐 양심 좀 갖고 살길..,2
아 기회성주...안봅니다안봅니다,1
명박이때 청와대 관리 잘받아오던 김성주씨. 볼때마다 불편.,2
다좋은데 저 김성주라는놈좀 바꿉시다.....MBC건을 떠나 계속 재수없는 쓰끼임.,2
김성주는 또 왜? 다른 사람 없음?,2
진짜 김성주 꼴 보기 싫네,2
뭐냐 타이틀보고 나만 민망한거냐? 그리고 김성주 재수옴붙어서라도 안본다 퉤퉷,2
♨ 김성주는 좀 빼라 .,2
김성주 좀 불편한딩,2
다 좋은데 김성주 저 적폐놈 좀 안봤으면 좋겠다,2
또 김성주야 ~ SBS 니들은 생각이 없니?! 그 많은 MC들중 왜 김성주야 !! 또 보지말라야하네!!,2
김성주 진짜 거슬린다.,2
백종원 저 아저씨 울엄마랑 예전에 소개팅 했었는데...응원할게요!,0
골목길 지가 다 잠식해놓고 TV프로그램으로 코스프레냐!!!! 배신자쳐끼고!!!!!!!!의도가 의심스럽다!!!!,2
영국 고든램지의 헬키친처럼 한국도 그런게 있으면 좋다고 생각했는데 백종원씨가 그걸 맡아준다니 감사하네요!!!,0
백종원님넘좋아용,0
정말 훌륭하고 멋진 분임은 분명하다,0
백종원 멋진 사람!!,0
노블리스 오블리제란 표현이 어울리는 분,0
백종원이 상권죽이는게 아니라 본인들 가게에 서비스 가격등 별 매리트가 없으니 안가는거지 백종원탓오지네 ㅋㅋㅋ,1
백주부님 화이팅~,0
선의를 선의로 받고 도움 받아 장사 잘되면 좋은거 아닌가요?,0
멋지심 ^^한가지 분야에 이렇게 전문적 분너무 존경,0
백종원씨 귀여워서 더 좋아요,0
인성도 안된것들 붙잡고 늘어지지말고 어느정도면접보고 진행했으면 좋겠다. 백종원 뒷목잡고 쓰러질때 시청자는 볼때마다 암걸리겠다.,2
백종원은 성공할수밖에 없는 사람,0
다음 댓글엔 죽일놈 소리 들어가던데 골목상권 망하는 게 백종원 탓이겠냐 ㅋㅋ 맛없고 지저분하고 손님이 와도 시큰둥한 장사하는 가게라 망하는 거지. 골목 어귀에 위치해도 지역 직장인들은 매일같이 먹는 식단이라 밥 챙겨먹기도 귀찮아해서 진짜 맛있고 괜찮은 식당이면 ‘알아서’ 가지.,1
첨에는 백종원이 모든프랜차이즈를 독식하고있어서 주변상권들 다죽이고. 실력도크게있지만 본인명예로 여기저기 손안닿는곳없이 돈벌이한다생각햇는데. 요즘엔 소상공인들에게 힘이되주고 사업자들에게 좋은일을하는것같아 좋아졌다.. 앞으로 그런일들을 많이했으면..,0
백종원씨 진심이 느껴지는군요~,0
백종원때문에 골목상인들이 바가지를 못씌운다 정부에서 저런 저렴한 음식점들을 없애버려야 상인들이 산다,1
이런분들이 많아야 할텐데..,0
백종원 장사 철학 못들었냐? 이윤이 오르면 가격은 동일하게 가고 재료를 더 추가해서 소비자와 이윤을 나눈다는게 백종원 장사 철학이다. 그러니까 장사가 잘되고 잘된만큼 양도 늘어나지. 다른 가게들도 본받아야 할 점. ㅇㅇ,0
홍콩반점 짬뽕이랑 탕수육 가격대비 진짜 맛있음 음식 열정으로는 욕하면 안됨,0
자영업좀 그만조장하지 혼자 장사하는둥마는둥하다 방송타서 장사마인드도없던인간들 구제하면 지잘난줄알고 코대높아지고 더잘되면 티비에 비결다나오는데 건물주가 가만히도 있겠다 골목상권 살려봐야 기본소양안된 인간들 돈맛보면 악순환이다,1
정말 좋은 사람이구나 ..,0
음식에 대한 척척박사~ 멋부리고 끼부릴줄 모른것같아 넘좋다~~,0
연예대상은 백종원이 받았어야 했는데...,0
백종원은 나혼자 잘되자가 아닌 다같이 잘되자 마인드,0
