,comments,label,token
126,OOO 조개갖고 개ㅈㄹ하는 태콩이나 개촐싹대는조샌징들이나 ㅈㄴ웃김ㅋㅋㅋ,hate,"['조개', '갖다', '개', 'ㅈㄹ', '태공', '이나', '개', '촐싹대다', '조센징', '이나', '전', '웃기다', 'ㅋㅋㅋ']"
127,OOO들 모임이네. 뉴스에1분도 못나오는 뒷방3류아나라 잃을것도업시 친문좌파 방송국설립하려고 아나퇴사하고 개쌉친아나들. 와꾸만 번지르하고 속은맘충들과동급. 소신지키고 아나로서 소명을다한 배현진이 새삼 이쁘다,hate,"['들다', '모임', '네', '뉴스', '분도', '못', '나오다', '뒷', '방류', '아', '나라', '잃다', '것', '없이', '친문', '좌파', '방송국', '설립', '아', '나', '퇴사', '하고', '개', '싸다', '친', '아들', '오다', '꾸미다', '번', '지르다', '속', '맘', '충돌', '동', '급', '소신', '지키다', '아', '나로', '서', '소명', '을', '다한', '배현진', '새삼', '이쁘다']"
128,OOO옆에는 OOO들이침흘리면서 있다는걸 모르는뇬들이 있네..무조건 남자혐오증 걸리지말고연예인. 인기인이라면 빤쯔흘리는뇬들이 얼마나 많은지 모르나...,hate,"['옆', '에는', '들이다', '침', '흘리다', '있다', '걸', '모르다', '년', '있다', '무조건', '남자', '혐오', '증', '걸리다', '말고', '연예인', '인기', '인', '라면', '빤쯔', '흘리다', '년', '얼마나', '많다', '모르다']"
129,OOO이라서 그런지 울때 표정이 안찡그려지는듯,offensive,"['이라서', '그렇다', '울', '때', '표정', '안', '찡', '그려지다', '듯']"
130,SBS뉴스는 연예가중계냐? 연예인 아니면 기사 쓸거 없어?,none,"['뉴스', '연예', '중계', '냐', '연예인', '아니다', '기사', '쓸다', '거', '없다']"
131,SE$ 아닌가요 이제 Sea Eugene $hoo,hate,"['아니다', '이제']"
132,SM에 핍박 당하고 여기서 다 끝났다고 생각하십니까? 인생은 항상 반전이 있습니다 무죄로 밝혀지면 이제는 배우로 열심히 활동하면 됩니다!,none,"['핍박', '당하다', '여기', '서', '다', '끝나다', '생각', '인생', '항상', '반전', '있다', '무죄', '로', '밝혀지다', '이제', '배우', '로', '열심히', '활동', '되다']"
133,SNS올리는 건 문제 아닌데 이걸 기사로 만들어진다는 게 문제 아닐까?ㅋㅋ,none,"['올리다', '건', '문제', '아니다', '걸', '기사', '로', '만들어지다', '게', '문제', '아니다', 'ㅋㅋ']"
134,TV조선이 띄어줬는데 당연줘야한다고보고 희트곡하나없는데 아무리 그래도행사비를이렇게많이 받다니 이런다 훅갑니다,offensive,"['조선', '띄다', '주다', '당', '연', '주다', '보고', '히트', '곡', '하나', '없다', '아무리', '그래도', '행사', '비', '이렇게', '많이', '받다', '이렇다', '다', '훅', '가다']"
135,X 쳤으면 다야???? ㅋㅋㅋㅋㅋㅋㅋㅋ 방송에서 저딴 식으로 표현하는건 문제 있다고 생각하는데. 그리고 몰카범죄룰 우려하는 메세지를 쓸 거 였으면 다르게 표현할 방법이 충분히 많았다. 제발 일차원적으로 생각하지 마세요 좀,offensive,"['치다', '다야', 'ㅋㅋㅋ', '방송', '에서', '저딴', '식', '표현', '건', '문제', '있다', '생각', '그리고', '몰카', '범죄', '룰', '우려', '메시지', '쓸다', '거', '이다', '다르다', '표현', '방법', '충분하다', '많다', '제', '발', '일', '차원', '적', '생각', '말다']"
136,X1의 인기나 인지도는.. 워너원의 1/20도 안될것같습니다..멤버들이.. 매력이 없어요..,offensive,"['인기', '나', '인지도', '워', '너', '원', '안', '되다', '것', '같다', '멤버', '매력', '없다']"
137,Xx같은 한국 x 같은법 이라는 승리놈하고 클럽 뭐 어쩌고 관련잇던애 아니엇나? 그런데 얼쩡거리고 드나들던애들 연예계 방송가에서 퇴출하지? 여자연예인들이 인물이 그리도 없어? 내가 추천 좀해주까?,hate,"['같다', '한국', '같다', '법', '이라는', '승리', '놈', '하고', '클럽', '뭐', '어쩌', '고', '관련', '잇다', '애', '아니다', '엇', '나다', '그런데', '얼쩡거리다', '드나들다', '애', '연예계', '방송', '가다', '퇴', '출하', '지', '여자', '연예인', '인물', '그', '리도', '없다', '내', '추천', '해주다']"
138,YG 제국 부활하자 빅뱅 컴백해서 방탄 밟자!,offensive,"['제국', '부활', '빅뱅', '컴백', '방탄', '밟다']"
139,YG올해 아이콘 빅뱅 위너 블핑 대박나니까 블핑 빌보드뜨는날 몰아서 ㅈㄹ들이네..그래도 잘나가~~~,offensive,"['올해', '아이콘', '빅뱅', '위너', '블핑', '대다', '박다', '블핑', '빌보드', '뜨다', '날', '몰다', 'ㅈㄹ', '들이다', '네', '그래도', '자다', '나가다']"
140,Yg가 망하면 안되는이유 걸그룹 독보적 원톱 블랙핑크 때문이라도 흥해야함,none,"['가다', '망하다', '안', '되다', '이유', '걸그룹', '독보', '적', '원', '톱', '블랙', '핑크', '때문', '이라도', '흥', '함']"
141,Yg쉐키들 꼴보기도 싫다 이제 그만 나와라 뉴스,offensive,"['새끼', '꼴', '보기', '싫다', '이제', '그만', '나와라', '뉴스']"
142,aoa가 걸그룹으로 가치고 있음? ㅋㅋㅋ요즘 아이돌은 20살만 넘어도 늙은거임 ㅋㅋㅋ 아이즈원 장원영 안유진 ITZY 유나같은애들 봐라 17살이니까 존나쩔지 ㅋㅋㅋ여자는 무조건 어린게 최고임,hate,"['가다', '걸그룹', '가치', '고', '있다', 'ㅋㅋㅋ', '요즘', '아이돌', '살', '만', '넘다', '늙다', '거임', 'ㅋㅋㅋ', '와이즈', '원', '장원영', '안', '유진', '유나', '같다', '애', '보다', '살이', '니까', '존', '나', '쩔다', 'ㅋㅋㅋ', '여자', '무조건', '어리다', '게', '최고', '임']"
143,b.c급들 기사 쓰지말자,offensive,"['급', '기사', '쓰다', '말']"
144,bts 이제 한개씩터지는구나,none,"['이제', '개', '씩', '터지다']"
145,bts가 짱이지,none,"['가다', '최고', '지']"
146,cg겠지 저걸 실제로 했을까,none,"['겠다', '저걸', '실제', '로']"
147,dna가 좋아서 기대했는데 페이크러브 정말 실망.. 좋다는 사람들 방탄팬이라는 입장 떠나서 만일 신인그룹이 같은 노래 불렀다 쳐도 과연 좋다고 할 수있나?? 뮤비는 오글거리고..,none,"['가다', '좋다', '기대하다', '페이크', '러브', '정말', '실망', '좋다', '사람', '방탄', '팬', '이라는', '입장', '떠나다', '만', '일', '신인', '그룹', '같다', '노래', '부르다', '치다', '연', '좋다', '수', '있다', '뮤비', '오글거리다']"
148,ebs에서는 장난이라고 서로 때리고 욕하고 하나 봐요 누가 입사하고 싶어 하나요?,none,"['에서는', '장난', '이라고', '서로', '때리다', '욕', '하고', '하나', '보다', '누가', '입사', '하고', '싶다', '하나요']"
149,fm대행진은 kbs아나운서들만 하는줄알았는데..,none,"['대', '행진', '아나운서', '만', '줄', '알다']"
150,god 박준형이 이 기사를 싫어합니다.,offensive,"['박준형', '기사', '싫어하다']"
151,jtbc가 밀어주는건 일단 의심부터 해야함,offensive,"['가다', '밀다', '건', '일단', '심', '부터', '함']"
152,jyp 구내식당 진짜 모든회사들중에서 갑이더라,none,"['구내식당', '진짜', '모든', '회사', '중', '에서', '가다']"
153,life*니같은 개돼지가있어서 개한민국이 엉망진창인거야.주제를알아야지.일베충만큼 개돼지인 문베충 나라 문화 방송말아먹는 쓰레기들,hate,"['너', '같다', '개돼지', '있다', '개', '민국이', '엉망', '진창', '인', '거야', '주제', '알다', '일베충', '만큼', '개', '돼다', '지인', '문', '베충', '나라', '문화', '방송', '말', '아', '먹다', '쓰레기']"
154,mbc 요즘 일반인들 섭외 ㅈㄴ하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ한심,hate,"['요즘', '일반', '인들', '섭외', '전', 'ㅋㅋㅋ', '심']"
155,mc 몽은 욕하면서 약쟁이는 칭찬하냐? 반칙으로 딴 메달이 무슨 정당성이 있다고. 에휴.. 개.돼지들.,hate,"['몽', '욕', '약', '쟁이', '칭찬', '반칙', '따다', '메달', '무슨', '정당성', '있다', '휴', '개', '돼지']"
156,oecd여성들중에 가장 의욕없고 꿀빨러에 핑계대기 일상인 한국 여자들이 전세계도 아니고 oecd 선진국 여자들에 비비면서 임금문제 거론하는게 가장 어이없다,hate,"['여성', '중', '가장', '의욕', '없다', '꿀', '빨래', '핑계', '대기', '일상', '인', '한국', '여자', '전', '세계', '아니다', '선진국', '여자', '비비다', '임금', '문제', '거론', '게', '가장', '어이없다']"
157,sns로 열애인정해서 맞은거아녀????,none,"['로', '열', '애인', '정해', '서', '맞다', '거', '알다']"
158,sun2**** 무슨 천명훈을 말도 없이하차 시켜요 천명훈 까리는거 방송에 나왔습니다,none,"['무슨', '천명훈', '을', '말', '없이', '하차', '시키다', '요', '천명훈', '끄다', '리', '거', '방송', '나오다']"
159,tvn은 진짜 또 걸리냐 ㅋㅋㅋ 불쌍하다..,none,"['진짜', '또', '걸리다', 'ㅋㅋㅋ', '불쌍하다']"
160,tv조선서 키워줬더니 ㅋ,offensive,"['조선', '서', '키우다', '주다', 'ㅋ']"
161,ubd 안마 제이튠 주식 먹튀 ㅆㄹㄱ,hate,"['안마', '제', '리튠', '주식', '먹튀', 'ㅆㄹㄱ']"
162,y2k 고재근 선생인 줄 만 알았다^^,none,"['고재', '근', '선생', '인', '줄', '만', '알다']"
163,yg 이사지만 저 사람은 좋은 사람일 수도 있겠지. 확실한 건 잠잠하다가 소속사 이미지 바닥치니까 계속 여기저기 나오고 기사 뜨는 건 기분탓이 아닐걸. 그런건 별로임.,none,"['사지', '만', '저', '사람', '좋다', '사람', '일', '수도', '있다', '확실하다', '건', '잠잠하다', '소속사', '이미지', '바닥', '치', '니까', '계속', '여기저기', '나오다', '기사', '뜨다', '건', '기분', '탓', '아니다', '걸', '그렇다', '건', '별로', '임']"
164,yg음악은 영원하다. 케이팝에 yg음악 없으면 pop 음악이 커지겠지요.,offensive,"['음악', '영원하다', '케이팝', '음악', '없다', '음악', '커지다']"
165,~내나이 쉰네살인데 순간순간 옛기억이 떠오를때 부끄러워 나혼자 몸이 오그라들때가 있는데 ~공배우님도 그런 느낌 아닌까요~,none,"['내', '나이', '쉰', '네', '살', '인데', '순간', '순간', '옛', '기억', '떠오르다', '때', '부끄럽다', '나', '혼자', '몸', '오그라들다', '때', '있다', '공', '배우', '님', '그렇다', '느낌', '아니다']"
166,~한ㅅ희 나오고 나서 전혀 독특해 보이지 않음 그리고 설리가 잘못한것도 없고ㅡㅡ,none,"['ㅅ', '희다', '나오다', '나서다', '전혀', '독특하다', '보이지', '않다', '그리고', '설리', '잘못', '것', '없다', 'ㅡㅡ']"
167,‘그’ 성별 72% 산이를 향한 피의 쉴드 오지네. ㄷㄷ,offensive,"['그', '성별', '산이', '향', '피', '실드', '오지', '네', 'ㄷㄷ']"
168,‘노무현’하지 않은게 다행이네요,hate,"['노무현', '않다', '게', '다행', '이네', '요']"
169,● 꼰대들 특징: 나 때는 말이야~ 누가 뭐라고 괴롭히든 다 참고 버티고 다녔어~ 그만한 일로 그러냐ㅉㅉ 약해빠져가지구 ㅉㅉ 원래 사회 생활이 그래~~,offensive,"['꼰대들', '특징', '나', '때', '말', '이야', '누가', '뭐라다', '괴롭히다', '다', '참고', '버티고', '다니다', '그만하다', '일로', '그렇다', 'ㅉㅉ', '약하다', '빠지다', 'ㅉㅉ', '원래', '사회생활', '그렇다']"
170,●그러고보면 홍상수 김민희는 진짜 예쁜사랑 하는거였구나●,none,"['그렇다', '보다', '홍상수', '김민희', '진짜', '예쁘다', '사랑', '거', '이다']"
171,★속보★!!!! ㅈ됐다~~!!!! 국민가수 조용필도 빨갱이다~~ 마!! 조용필이 저거 고향이 으데고?? 전라도 아이라 카이??,hate,"['속보', 'ㅈ', '돼다', '국민', '가수', '조용필', '빨갱이', '다', '마', '조용필', '저', '거', '고향이', '데', '고', '전라도', '아이', '라', '카이']"
172,"★정용화 오빠가 죄인이면 김연아, 박지성도 죄인이다. 오빠 군대 잘 다녀오세요",offensive,"['정용화', '오빠', '죄인', '면', '김연아', '박지성', '죄인', '다', '오빠', '군대', '자다', '다녀오다']"
173,"♥기사에서 윤총경, 승리 다 전라도 동향으로 서로 술먹고, 골프하고 승리외 운영술집 영업정지외 계속 봐주고 . 태어나지 말고 분리되어야할 절라도♥",hate,"['기사', '에서', '윤', '총경', '승리', '다', '전라도', '동향', '서로', '술', '먹다', '골프', '하고', '승리', '외', '운영', '술집', '영업정지', '외', '계속', '보다', '태어나다', '말고', '분리', '되어다', '전라도']"
174,♨ 그래도 반성 한거 같은데 그냥 넘어가든가 ..,none,"['그래도', '반성', '거', '같다', '그냥', '넘어가다']"
175,♨ 시즌2 원하는 사람 아무도 없다.,offensive,"['시즌', '원하다', '사람', '아무', '없다']"
176,♨ 충격 ! 결국 하나경이 맞았네. 강은비 그렇게 안봤는데 ..,offensive,"['충격', '결국', '하나', '경이', '맞다', '강', '비', '그렇게', '안', '보다']"
177,ㄱㅣ사 쓸게 없구나 이딴게 기사에 나오고 봐야하다니...,offensive,"['기', '사', '쓸다', '게', '없다', '따다', '게', '기사', '나오다', '보다']"
178,ㄴㅏ경원 미모 봐라. 실화냐?,none,"['ㄴㅏ', '경원', '미모', '보다', '실화', '냐']"
179,ㄴ와 약쟁이 ^^,hate,"['ㄴ', '오다', '약', '쟁이']"
180,ㄹㅇ 관종....,offensive,"['링', '관종']"
181,ㅁㅊ 약쟁이 슬슬 기어나오시구요~,hate,"['ㅁㅊ', '약', '쟁이', '슬슬', '기어', '나오다']"
182,ㅅㄹ가 쏘아올린 핵폭발,offensive,"['설', '쏘다', '올리다', '핵폭발']"
183,ㅅㅂ 더럽게 메갈어로 제목뽑는거 봐라,hate,"['ㅅㅂ', '더럽다', '메다', '어로', '제목', '뽑다', '거', '보다']"
184,ㅅㅂ 모르고저런거지 알고 저랬겠냐 꼰대 새키들 드럽게 말많네 ㅋㅋㅋ,hate,"['ㅅㅂ', '모르다', '저런', '거지', '알', '고', '저렇다', '꼰대', '새끼', '더럽다', '말', '많다', 'ㅋㅋㅋ']"
185,ㅅㅅ 한게 자랑? ㅈㅅ로 그것도,hate,"['ㅅㅅ', '게', '자랑', 'ㅈㅅ', '로', '그것']"
186,ㅅㅅ는 언제 하셨나요?,hate,"['ㅅㅅ', '늘다', '언제']"
187,ㅅ궁합이 안맞았나보다ㅠ,offensive,"['ㅅ', '궁합', '안', '맞다', '보다', 'ㅠ']"
188,ㅆㄹㄱ와 같은 한남들 말 무시하셔요^~~^우리 팜므파탈 나래씨^~^♡♡,hate,"['ㅆㄹㄱ', '오다', '같다', '한남', '말', '무시', '요', '우리', '파다', '파탈', '나래', '씨']"
189,ㅆ성과들과 비교가 안되는 자연미 너무 좋다.거의 이영애배우급 미모.,hate,"['ㅆ', '성과', '비교', '안', '되다', '자연미', '너무', '좋다', '거의', '영애', '배우', '급', '미모']"
190,ㅇㄴ 씨뱅 마약한것도 성추행한것도 아닌데 무안줫다고 존ㄴ 지ㄹㅏㄹ하네ㅋㅋㅋㅋㅋㅋㅋ 여자연예인이 감히 생글거리지 않았다고 기사 헤드라인까지 비꼬기시전,hate,"['온', '씨뱅', '마약', '것', '성추행', '것', '아니다', '무안', '주다', '존', 'ㄴ', '지다', 'ㄹㅏㄹ', 'ㅋㅋㅋ', '여자', '연예인', '감히', '생글', '거리', '지', '않다', '기사', '헤드라인', '까지', '비꼬기', '시전']"
