,label,token
215,offensive,"['ㅋㅋ', '오빠', '나', '이제', '스', '브', '스', '아', '나', '됐', '는데', '내', '친구', '나', '까요', '나', '도와', '줘요', '뭐', '이런', '거', '너', '나', '너', '친구', '나', '긴', '개긴', '일세', '넌', '이제', '신입', '누구', '같이', '스타', '아', '나', '아니', 'ㅋㅋ']"
216,hate,"['ㅋㅋ', '형', '번', '두', '명', '먹', '었', 'ㅋㅋ', '같이', '먹']"
217,none,"['ㅋㅋ', '작가', '소설', '연기자', '연기', '놀아나', '꼴', '개꿀', '쟁이']"
218,none,"['ㅋㅋ', '첫', '열애', '기사', '떴', '때', '베', '뎃', '전부', '단', '톡', '방', '내용', '었', '는데', '글', '쓴', '애', '쫄리', '겠', 'ㅋㅋ', '제발', '선처', '해', '주', '않', '았', '으면', '좋', '겠']"
219,hate,"['ㅋㅋㅋ', '키', '로', '뺄', '아니', '라', '하나', '더', '붙여서', '키', '로', '빼', '야', '않', '보통', '저런', '몸', '임신', '힘들', '임신', '해도', '차이', '없', '어', '모르', '던데', '출산', '까지', 'ㅋㅋㅋ', '암튼', '행복', '서시', '길']"
220,none,"['ㅋㅋㅋ', '년', '재미', '지네', '결국', '진흙탕', '속', 'ㅋㅋㅋ']"
221,hate,"['ㅋㅋㅋ', '살', '살', '이랑', '결혼', '한다', '데니', '김새론', '영입', '누', '영계', '킬러', 'ㅋㅋㅋ', '사촌', '형', 'ㅇㅈㄹㅋㅋ후전드냐ㅋㅋ']"
222,offensive,"['ㅋㅋㅋ', '가정', '적', '모습', '보여', '주', '려고', '애쓴다', '애써', '사람', '그렇게', '쉽', '안', '변한다', 'ㅋㅋㅋ', '쇼인', '부부', '많', '던데', '연기자', '부부', '니', '알', '아서', '연기', '할']"
223,hate,"['ㅋㅋㅋ', '강', '다니엘', '빠', '순이', '많', '뭔가', '있', '었', '겠', '있', '었', '으니까', '저', '난리', '피웠', '겠', '맹목', '적', '쳐', '보', '질', '말', '실체', '봐라', '쉴', '드', '칠', '따로', '있', '거', '야', '빠', '순', '아']"
224,offensive,"['ㅋㅋㅋ', '개', '꼬시']"
225,hate,"['ㅋㅋㅋ', '그냥', '빼', '못생긴', '건', '여전', '한데', '뭐', '라는', '거', '야', '자기', '끼리', '훈훈', '거려', 'ㅌㅋㅋ']"
226,offensive,"['ㅋㅋㅋ', '그럼', '사기', '쳤', '어요', '겠', '냐', '공소시효', '끝난', '마당']"
227,none,"['ㅋㅋㅋ', '드라마', 'ㅆ노잼좀비들', '퀄리티', '무엇', 'ㅋㅋㅋ', '다신', '안', '본다']"
228,offensive,"['ㅋㅋㅋ', '보', '기', '힘들', '어', '방송', '활동', '접', '었', '다며', '편하', '얼굴', '보', '밥', '먹', '자는', '건', '뭐', 'ㅋㅋ']"
229,offensive,"['ㅋㅋㅋ', '생각', '라는', '걸', '산다면', 'ㅋㅋ']"
230,hate,"['ㅋㅋㅋ', '저런', '것', '정신병', '정신', '상담', '받', '으세요']"
231,offensive,"['ㅋㅋㅋ', '젝', '키', '계약', '같', '꼴', '인가', '과연', '합류', '이후', '결말', '어떨지', '궁금']"
232,none,"['ㅋㅋㅋ', '츄', 'ㅋㅋㅋ', '짠', '내', '투어', '에서', '봤', 'ㅋㅋ', '정말', '해맑', '드라', 'ㅋㅋ']"
233,hate,"['ㅋㅋㅋ', '한국', '에서', '더러운', '불', '체자', '태국', '넘', '개', '많', '은데', '그', '쉐리', '일단', '깜', '방보', '내자', 'ㅋㅋㅋ']"
234,offensive,"['ㅋㅋ', '여자', '또', '우르르', '몰려와서', '여자', '까지', '시작', 'ㅋㅋㅋ', '진짜', '과학', '틀리', '않', '는다']"
235,offensive,"['ㅋㅋ', '축구', '랑', '타이밍', '겹쳐서', '네이버', '위', '먹', 'ㅋㅋㅋ', '댓글', '축구', '랑', '백배', '차이', '인데']"
236,offensive,"['ㅋㅋ', 'ㅅ', 'ㅂ', '머', '야', '결혼', '안', '그', '염병', '며', '티비', '나왔', '던', '거', '결혼', '안', '헤어', '졋으면', '대박', '코미디', '엇', 'ㅋㅋ']"
237,none,"['ㅋㅋ', '개그맨', '셔도', '겠', '습니다', '올해', '개그', '중', '최고', '로', '웃겼', '습니다']"
238,none,"['ㅋㅋ', '알', '있', '이제', '러브', '라인', '누구', '로', '김종국', '전소', '민우', '로', 'ㅋㅋ', '광수', '야', '헤어지', '다시', '러브', '라인', '만들', '어', '줄게', 'ㅋㅋㅋ', '나', '혼자', '산다', '전현무', '한혜진', '처럼', 'ㅋㅋ', '다시', '돌아와']"
239,hate,"['ㅋㅋ', '정', '존', '물', 'ㅋㅋ']"
240,none,"['ㅋㅋ', '티비', '조선', '천사', 'ㅋㅋ', '퍼센트', '가져가', '는데', '퍼센트', '혜', '자지']"
241,offensive,"['ㅋㅋ', '현아', '니', '섹시', '거', '진짜', '싫', '다며', '근데', '맨날', '건', '섹시한', '옷', '표정', '춤']"
242,offensive,"['ㅋㅋ', '욕', '분', '평생', '욕', '안', '해', '보', '사신', '분', '별', '불편', '해']"
243,offensive,"['ㅋㅋ', 'ㅋㅋ', '사기', '꾼', '자식', '었', '어', 'ㅋㅋ']"
244,offensive,"['ㅋㅋ', '그', '대통령', '느긋', '휴가', '나', '즐기', '있', 'ㅋㅋ']"
245,hate,"['ㅋㅋ', '면허증', '개', '같이', '땄', '넼ㅋㅋ']"
246,hate,"['ㅋㅋ', '앞', '여차하면', '한서희', '정신병자', '로', '만들', '수', '있', '다는', '말', '로', '들린다', '더러', '븐', '제발', '상장', '폐지', '기']"
247,offensive,"['ㅋㅋ', '열폭', '한다고', '난리', '났', '진', '짴ㅋㅋ']"
248,none,"['ㅋㅋ', '정말', '짱']"
249,hate,"['ㅋㅋ', '남', '욕', '기', '전', '늬', '집구석', '이랑', '인성', '부터', '뒤돌아보', '댓글', '써라', '아', '그리고', '전신', '거울', 'ㅇㅇ']"
250,hate,"['ㅋㅋ', '애초', '여자', '왜', '욕', '데', '성', '상품', '화', '때문', '아님', '저', '기사', '댓글', '남새', '기', '성희롱', '오지', '는데', '그딴', '스', '레기', '짓', '안', '해도', '성', '상품', '화', '한다고', '욕먹', '않', '한남', '때문', '욕먹', '건', '모르', '좋', '다고', '성희롱', '오', '지네']"
251,none,"['ㅋㅋ', '마', '서빙', '누가', '노', '정신', '차리', '퍼뜩', '온나']"
252,offensive,"['ㅋㅋ', '아이고', '핫', '긴', '핫', '기사', '마다', '악', '플', '달러', '달려오', '니']"
253,hate,"['ㅋㅋ', '게이', '줄', 'ㅋㅋㅋ', '옷', '이랑', '화장', '봨ㅋㅋ']"
254,none,"['ㅋㅋ', '당당', '아니', '라', '막', '나가', '거']"
255,none,"['ㅋㅋ', '또', '신고', '겟', '다는', '기사', '올라오', '겟', 'ㅋㅋ', '법', '적', '대응', '한다고', 'ㅋㅋ']"
256,hate,"['ㅋㅋ', '아니', '뭐', '그럼', '딸', '이랑', '인연', '끊', '살리', 'ㅋㅋㅋ', '김치', '녀', '진짜', '별거', '가지', '욕', 'ㅋㅋㅋ', '세계', '원정', '성', '매매', '위', '김치', '녀']"
257,hate,"['ㅋㅋ', '재미', '로', '사람', '인생', '조지', '려', '햇', '다는', '거', '내', 'ㅋㅋㅋ', '법', '따구', '로', '벌금', '맥', '끝내', '니깐', '재미', '로', '저러', '남', '인생', '조지', '려', '햇', '던', '저분', '인생', '조져', '주', '새요']"
258,offensive,"['ㅋㅋ', '차예련', '딱히', '악', '플', '먹', '연예인', '아닌데', '난', '뭐', '라고', '차예련', '못', '했', '글', '타', '사과', '할', '건더기', '아니', '그냥', '이해', '넘기', '아줌마', '건들', '안', '돼요', '근데', '그냥', '웃긴다']"
259,hate,"['ㅋㅋ', '차유람', '세뇌', '당해서', '예수쟁이', '됨', 'ㅋㅋ']"
260,hate,"['ㅋㅋㅋ', '돈', '떨어졌', '냐', '뭐', '기어들', '어', 'ㅉㅉ', '연기', '다가', '또', '니', '상황', 'ㅈ', '됐', '싶', '으면', '그냥', '또', '토', '낄', '려고', '이순재', '배우', '너', '그딴', '식', '해서', '싫', '어', '거', '야', '이쁜', '척', '졸라', '해', '대', '면서', '책임', '감', '없', '년']"
261,offensive,"['ㅋㅋㅋ', '드라마', '단막극', '정도', '그냥', '이승기', '보', '러', '갔']"
262,none,"['ㅋㅋㅋ', '복면', '가왕', '레전드', '여자', '왕', '소향']"
263,offensive,"['ㅋㅋㅋ', '연예인', '이미지', '관리', '시작', '했', 'ㅋㅋㅋ']"
264,hate,"['ㅋㅋㅋ', '원래', '돈', '많', '능력', '잇', '으면', '여자', '여럿', '끼', '사', '거', '야', 'ㅋㅋㅋ', '근데', '웃기', '건', '니', '같', '쿵쾅', '거기', '못', '낌', 'ㅋㅋ']"
265,hate,"['ㅋㅋㅋ', '원래', '이쁜', '이레', 'ㅋㅋㅋ', '쿵쾅', '아', '니', '원래', '빻', '앗', '살빼', '빻', '앗', '어', 'ㅋㅋ']"
266,offensive,"['ㅋㅋㅋ', '위스', '플', '제외', '연생', '찍', '으면', '뭔', '개소리', '냐', 'ㅋㅋ']"
267,hate,"['ㅋㅋㅋ', '으이그', '진짜', '정신병자', '많']"
268,offensive,"['ㅋㅋㅋ', '짜', '치', '거', '아', '는데', '질투', '무슨', 'ㅋㅋ']"
269,offensive,"['ㅋㅋ', '곧', '흑', '역사', '취급', '될', '명단', '이미', '진행', '중', '작자', '있']"
270,offensive,"['ㅋㅋ', '댓글', '로', '사재', '기', '햇', '다는', '님', '아', '확증', '없이', '떠뜰', '마라', '어디', '까지', '나', '당신', '심증', '일', '뿐', '잖아', 'ㅋㅋ']"
271,none,"['ㅋㅋ', '사람', '댓글', '요새', '호의', '적', '니까', '바로', '사진', '많이', '올리', 'ㅋㅋ']"
272,hate,"['ㅋㅋ', '웃긴', '뇬', '호텔', '방', '까지', '따라간', '뇬']"
273,none,"['ㅋㅋ', '잼', '잇', '어요', 'ㅋㅋㅋ']"
274,offensive,"['ㅋ', 'ㅎ', '농구', 'ㅎ', 'ㅋ', '웃', '간다']"
275,none,"['ㅋ', '그', '여자', '랑', '알렉스', '팔', '던', '바지', '커서', '바느질', '있', '었', '는데', '나옴', 'ㅎㅎ', '바지', '보풀', '나', '서', '난리', 'ㅜ']"
276,none,"['ㅋ', '넘', '재미', '져', '힐링', '된다']"
277,offensive,"['ㅋ', '전현무', '작업', '걸', '었', '구만', 'ㅋ', '미안', '될', '꺼', '에요']"
278,none,"['ㅎ', '아들', '뭔', '죄', '야', '뭔', '상관', '야', '아들', '한테', '어떤', '의도', '합의', '없이', '이뤄진', '일', '왜', '같이', '책임지', '라고', '해']"
279,hate,"['ㅎ', '장태준', '죽인', '거', '시즌', '할', '이유', '없', '적폐', '급수', '장태준', '최정상', '적폐', '송희섭', '적폐', '이엘리야', '정의', '로운', '척', '적폐', '호구', '레벨', '이성민', '의원', '강의원', '보좌관', '도경', '멍청', '할', '정도', '로', '착하', '기', '답답', '호구']"
280,hate,"['ㅎㅎ', '다시', '복귀', '한다', '어쩐다', '안', '좋', '겠', '네요', '영원히', '복귀', '마세요', '이중', '성', '놀랐', '습니다', 'ㅎ']"
281,none,"['ㅎㅎ', '불쌍히', '여기', '소서', '나', '난민', '별', '룬', '데', '너무', '들이댄다', '윤서인', '씨', '그만', '해요', '불쌍', '해', '보여요']"
282,offensive,"['ㅎㅎㅎ', '오늘', '댓글', '왜', '이래', '시', '에서', '댓글', '부대', '풀', '었', '나', '봐', '말투', '비슷', '해', '이럼', '도리어', '박나래', '한테', '역효과', '일', '텐데']"
283,offensive,"['ㅎㅎ', '아이고', '현석', '아', '너', '아직', '양아치', '근', '성', '못', '버렸', '냐', 'ㅋㅋㅋ']"
284,none,"['ㅎㅎ', '문', '대통령', '님', '께서', '대책', '강구', '시', '계시', '중국', '에게', '지원', '해', '주', '시', '니', '우리', '국민', '안심', '다닐', '수', '있', '네요']"
285,none,"['ㅎㅎ', '신부', '옆', '있', '으니', '다른', '이미지', '보이', '네요', '부끄러워하', '건지', 'ㅎ', '축하', '요아', '울', '집', '시어머니', '보', '시', '안', '될', '것', '같', '아요', '우리', '아주버님', '장가가', '라', '다시', '말씀', '실', 'ㅎ']"
286,none,"['ㅜㅜ', '승리', '믿', '어요', '아닐', '꺼', '라고']"
287,none,"['ㅜㅜ노래', '짱', '언니', '완전', '팬', '인데', '꼭', '쾌차', '해서', '다시', '무대', '에서', '뵙', '싶', '어요', '힘내', '세요']"
288,none,"['ㅠ', '둘', '결혼', '해', '주', '세요']"
289,none,"['ㅠㅠ', '박일', '성우', '님', '더빙', '영화', '보', '며', '성장', '거', '나', '마찬가지', '입니다', '목소리', '그리울', '꺼', '예요', '삼가', '고인', '명복', '빕', '니다']"
290,none,"['가로세로', '구독자', '많', '보', '니', '구독', '할', '정도', '아닌', '것', '같', '은디']"
291,hate,"['가만히', '있', '던', '스', '엠', '머리채', '잡', '마', 'ㅅ', '뱔', '언', '플', '안', '해', '줘서', '지금', '개', '빡', '쳐', '있', '으니깐', 'ㅗㅗ']"
292,hate,"['가만히', '있', '어도', '오', '여자', '라는', '성별', '연예인', '보내', '야', '여자', '만날', '수', '있', '성별', '남자', '명확', '권력', '관계', '여자', '편하', '남자', '고생', '여성우', '월주', '국가']"
293,none,"['가왕', '아직', '반갑', 'ㄹ']"
294,hate,"['가볍', '생겼', '자녀', '딱', '봐도', '양하', '치']"
295,hate,"['가부장', '제', '한남', '도태', '답']"
296,offensive,"['가사', '노동', '비', '원', 'ㄷ', 'ㄷ', '매일', '배달', '시켜', '먹', '어', '놓', '일당', '원', '오', '우야']"
297,none,"['세연', '에서', '김태호', '재산', '털', '있', '는데', '해명', '시', '오', '월급', '어떻게', '억', '넘', '걸', '분양', '받', '냐고', '세연', '분석', '는데', '왜', '반응', '없', '는지']"
298,none,"['가수', '대마', '해도', '맨', '정신', '좋', '곡', '못', '나온다']"
299,offensive,"['가수', '은퇴', '한다고', '햇', '몇', '년', '지나', '애명', '낳', '는다고', '음반', '내', '콘서트', '엔터', '테', '먼', '트', '회사', '차리', '면서', '잘사', '사람', '잇', '는데', '문희준', '왜', '못', '나오', '냐', '이것저것', '뭘', '따져', 'ㅡ', '보', '기', '싫', '으면', '안', '보', '돼지']"
300,none,"['가슴', '넘', '아프', '네요', '연기', '정말', '예쁜', '배우', '였', '는데', '부디', '편하', '소서']"
301,offensive,"['가슴', '뭐', '어때서']"
302,hate,"['가시나', '무조건', '밀어붙이', '사랑', '해서', '결혼', '이혼', '지름길']"
303,hate,"['가시나', '여자', '가해자', '나와야', '입', '닥치', '진짜', '못', '봐', '주', '겠']"
304,offensive,"['가식', '덩어리', '팬', '란', '것', '똑같']"
305,hate,"['가식', '떨', '맙시다', '솔직히', '만약', '당신', '앞', '마', '닷', '같', '남자', '온다면', '당신', '빤', '스', '안', '내릴', '자신', '있', '나요', '진짜', '내립니다', '좋', '다고', '하트', '날릴', '땐', '언제', '이제', '와서', '비난', '여자', '진짜', '못', '보임']"
306,hate,"['가식', '라', '쓰', '메뚜기', '라', '읽', '는다', '빼', '박', '팩', '트']"
307,none,"['가요무대', '승자', '네요', '최장기간', '시청', '률', '보증']"
308,offensive,"['가운데', '사람', '누구', '군인', '립스틱', '까지', '바른', '건가']"
309,hate,"['임기', '여자', '다이어트', '집착', '이유', '임신', '않', '았', '다는', '걸', '남자', '에게', '알리', '기', '위해서', '임신', '여자', '유혹', '남자', '없', '으니까']"
310,none,"['장미', '여관']"
311,hate,"['가장', '천박', '애', '세상', '구한다', '모티브']"
312,offensive,"['가정', '지키', '싶', '으면', '요리', '배우', '살빼', '야', '할']"
313,offensive,['가족']
314,offensive,"['가족', '인물', '없', 'ㅉㅉ']"
315,offensive,"['가족', '예능', '중', '최악', '아들', '재', '기', '위해', '나왔', '다가', '온', '가족', '연예인', '병', '걸린', '것', '이런', '프로그램', '말', '아야', '한다']"
316,offensive,"['가족', '으로써', '도의', '적', '책임', '없', '습니까', '전', '국민', '실망', '빠트린', '피의자', '와이프', '나오', '그', '드라마', '방송', '고집', '보이콧', '해야', '나요']"
317,offensive,"['가지가지', '한다', '별거', '아닌', '걸로', '왜', '그러나', '몰라']"
318,offensive,"['각', '시앙', '예전', '구설수', '풋', '여기', '까지', '할']"
319,none,"['간만에', '재밌', '었', '전', '회장', '빈자리', '아쉽', '전', '회장', '있', '땐', '의자', '앉', '아서', '토크', '해도', '재밌', '었', '는데']"
